GO.ID	Term	Annotated	Significant	Expected	KS
GO:0032102	negative regulation of response to external stimulus	7	7	7	1.00000
GO:0045047	protein targeting to ER	5	5	5	1.00000
GO:0006935	chemotaxis	11	11	11	1.00000
GO:0032103	positive regulation of response to external stimulus	4	4	4	1.00000
GO:0032104	regulation of response to extracellular stimulus	3	3	3	1.00000
GO:0030522	intracellular receptor signaling pathway	15	15	15	1.00000
GO:0035023	regulation of Rho protein signal transduction	1	1	1	1.00000
GO:0032106	positive regulation of response to extracellular stimulus	2	2	2	1.00000
GO:0043467	regulation of generation of precursor metabolites and energy	18	18	18	1.00000
GO:0098655	cation transmembrane transport	51	51	51	1.00000
GO:0048518	positive regulation of biological process	921	921	921	1.00000
GO:0098656	anion transmembrane transport	45	45	45	1.00000
GO:1901600	strigolactone metabolic process	1	1	1	1.00000
GO:0032109	positive regulation of response to nutrient levels	2	2	2	1.00000
GO:0019751	polyol metabolic process	110	110	110	1.00000
GO:0019752	carboxylic acid metabolic process	1761	1761	1761	1.00000
GO:1901605	alpha-amino acid metabolic process	521	521	521	1.00000
GO:1901606	alpha-amino acid catabolic process	154	154	154	1.00000
GO:0019755	one-carbon compound transport	4	4	4	1.00000
GO:0043450	alkene biosynthetic process	108	108	108	1.00000
GO:1901607	alpha-amino acid biosynthetic process	380	380	380	1.00000
GO:0010562	positive regulation of phosphorus metabolic process	4	4	4	1.00000
GO:0019757	glycosinolate metabolic process	199	199	199	1.00000
GO:0010563	negative regulation of phosphorus metabolic process	44	44	44	1.00000
GO:0019758	glycosinolate biosynthetic process	169	169	169	1.00000
GO:0019759	glycosinolate catabolic process	12	12	12	1.00000
GO:0010565	regulation of cellular ketone metabolic process	36	36	36	1.00000
GO:0043455	regulation of secondary metabolic process	22	22	22	1.00000
GO:0048545	response to steroid hormone	38	38	38	1.00000
GO:0009889	regulation of biosynthetic process	1918	1918	1918	1.00000
GO:0043480	pigment accumulation in tissues	105	105	105	1.00000
GO:0048532	anatomical structure arrangement	246	246	246	1.00000
GO:0048533	sporocyte differentiation	2	2	2	1.00000
GO:0010556	regulation of macromolecule biosynthetic process	1776	1776	1776	1.00000
GO:0090626	plant epidermis morphogenesis	287	287	287	1.00000
GO:0010557	positive regulation of macromolecule biosynthetic process	437	437	437	1.00000
GO:0090627	plant epidermal cell differentiation	369	369	369	1.00000
GO:0043487	regulation of RNA stability	6	6	6	1.00000
GO:0010558	negative regulation of macromolecule biosynthetic process	471	471	471	1.00000
GO:0090628	plant epidermal cell fate specification	3	3	3	1.00000
GO:0071514	genetic imprinting	11	11	11	1.00000
GO:0051569	regulation of histone H3-K4 methylation	1	1	1	1.00000
GO:0008653	lipopolysaccharide metabolic process	3	3	3	1.00000
GO:0061572	actin filament bundle organization	11	11	11	1.00000
GO:0033467	CMP-keto-3-deoxy-D-manno-octulosonic acid metabolic process	1	1	1	1.00000
GO:0008655	pyrimidine-containing compound salvage	3	3	3	1.00000
GO:0043470	regulation of carbohydrate catabolic process	1	1	1	1.00000
GO:0009820	alkaloid metabolic process	13	13	13	1.00000
GO:0006903	vesicle targeting	1	1	1	1.00000
GO:0051552	flavone metabolic process	8	8	8	1.00000
GO:0043473	pigmentation	105	105	105	1.00000
GO:0051553	flavone biosynthetic process	7	7	7	1.00000
GO:0043476	pigment accumulation	105	105	105	1.00000
GO:0043478	pigment accumulation in response to UV light	105	105	105	1.00000
GO:0071545	inositol phosphate catabolic process	22	22	22	1.00000
GO:1903725	regulation of phospholipid metabolic process	3	3	3	1.00000
GO:0043479	pigment accumulation in tissues in response to UV light	105	105	105	1.00000
GO:1903726	negative regulation of phospholipid metabolic process	1	1	1	1.00000
GO:0019720	Mo-molybdopterin cofactor metabolic process	6	6	6	1.00000
GO:1902551	regulation of catalase activity	1	1	1	1.00000
GO:0045005	DNA-dependent DNA replication maintenance of fidelity	1	1	1	1.00000
GO:1902580	single-organism cellular localization	259	259	259	1.00000
GO:1902581	multi-organism cellular localization	2	2	2	1.00000
GO:0042255	ribosome assembly	6	6	6	1.00000
GO:0010520	regulation of reciprocal meiotic recombination	2	2	2	1.00000
GO:0043410	positive regulation of MAPK cascade	1	1	1	1.00000
GO:1902582	single-organism intracellular transport	259	259	259	1.00000
GO:0043412	macromolecule modification	2068	2068	2068	1.00000
GO:1902583	multi-organism intracellular transport	2	2	2	1.00000
GO:0043413	macromolecule glycosylation	186	186	186	1.00000
GO:0043414	macromolecule methylation	514	514	514	1.00000
GO:1902586	multi-organism intercellular transport	3	3	3	1.00000
GO:0048506	regulation of timing of meristematic phase transition	24	24	24	1.00000
GO:1902589	single-organism organelle organization	470	470	470	1.00000
GO:0009848	indoleacetic acid biosynthetic process via tryptophan	1	1	1	1.00000
GO:0019740	nitrogen utilization	10	10	10	1.00000
GO:0033477	S-methylmethionine metabolic process	1	1	1	1.00000
GO:0019742	pentacyclic triterpenoid metabolic process	40	40	40	1.00000
GO:0033478	UDP-rhamnose metabolic process	4	4	4	1.00000
GO:0021700	developmental maturation	482	482	482	1.00000
GO:0032261	purine nucleotide salvage	1	1	1	1.00000
GO:0019747	regulation of isoprenoid metabolic process	8	8	8	1.00000
GO:0032262	pyrimidine nucleotide salvage	2	2	2	1.00000
GO:0043446	cellular alkane metabolic process	3	3	3	1.00000
GO:1902578	single-organism localization	1093	1093	1093	1.00000
GO:0010517	regulation of phospholipase activity	1	1	1	1.00000
GO:1902579	multi-organism localization	10	10	10	1.00000
GO:0010518	positive regulation of phospholipase activity	1	1	1	1.00000
GO:0043449	cellular alkene metabolic process	108	108	108	1.00000
GO:0032269	negative regulation of cellular protein metabolic process	194	194	194	1.00000
GO:0008614	pyridoxine metabolic process	4	4	4	1.00000
GO:0042278	purine nucleoside metabolic process	14	14	14	1.00000
GO:0002790	peptide secretion	18	18	18	1.00000
GO:0002791	regulation of peptide secretion	1	1	1	1.00000
GO:0043434	response to peptide hormone	1	1	1	1.00000
GO:0043436	oxoacid metabolic process	1859	1859	1859	1.00000
GO:0032259	methylation	514	514	514	1.00000
GO:0042221	response to chemical	3500	3500	3500	1.00000
GO:0008645	hexose transport	2	2	2	1.00000
GO:0046942	carboxylic acid transport	266	266	266	1.00000
GO:0042214	terpene metabolic process	12	12	12	1.00000
GO:0032270	positive regulation of cellular protein metabolic process	27	27	27	1.00000
GO:0032271	regulation of protein polymerization	110	110	110	1.00000
GO:0032272	negative regulation of protein polymerization	9	9	9	1.00000
GO:0009802	cinnamic acid ester biosynthetic process	1	1	1	1.00000
GO:1902544	regulation of DNA N-glycosylase activity	1	1	1	1.00000
GO:0042219	cellular modified amino acid catabolic process	3	3	3	1.00000
GO:0032273	positive regulation of protein polymerization	102	102	102	1.00000
GO:0009803	cinnamic acid metabolic process	2	2	2	1.00000
GO:0098602	single organism cell adhesion	2	2	2	1.00000
GO:1902546	positive regulation of DNA N-glycosylase activity	1	1	1	1.00000
GO:0009806	lignan metabolic process	12	12	12	1.00000
GO:0006090	pyruvate metabolic process	413	413	413	1.00000
GO:0098609	cell-cell adhesion	4	4	4	1.00000
GO:0046937	phytochelatin metabolic process	2	2	2	1.00000
GO:1902531	regulation of intracellular signal transduction	31	31	31	1.00000
GO:0043401	steroid hormone mediated signaling pathway	38	38	38	1.00000
GO:1902532	negative regulation of intracellular signal transduction	26	26	26	1.00000
GO:1902533	positive regulation of intracellular signal transduction	1	1	1	1.00000
GO:0043406	positive regulation of MAP kinase activity	1	1	1	1.00000
GO:0043408	regulation of MAPK cascade	15	15	15	1.00000
GO:0071695	anatomical structure maturation	2	2	2	1.00000
GO:0043409	negative regulation of MAPK cascade	13	13	13	1.00000
GO:0002768	immune response-regulating cell surface receptor signaling pathway	1	1	1	1.00000
GO:0032210	regulation of telomere maintenance via telomerase	2	2	2	1.00000
GO:0010506	regulation of autophagy	6	6	6	1.00000
GO:0002757	immune response-activating signal transduction	1	1	1	1.00000
GO:0002758	innate immune response-activating signal transduction	1	1	1	1.00000
GO:0008608	attachment of spindle microtubules to kinetochore	1	1	1	1.00000
GO:0009593	detection of chemical stimulus	18	18	18	1.00000
GO:1903890	positive regulation of plant epidermal cell differentiation	2	2	2	1.00000
GO:0048654	anther morphogenesis	3	3	3	1.00000
GO:0033400	trans-zeatin metabolic process	2	2	2	1.00000
GO:0048655	anther wall tapetum morphogenesis	3	3	3	1.00000
GO:0048656	anther wall tapetum formation	3	3	3	1.00000
GO:0046903	secretion	44	44	44	1.00000
GO:0006063	uronic acid metabolic process	1	1	1	1.00000
GO:1905421	regulation of plant organ morphogenesis	9	9	9	1.00000
GO:1905422	negative regulation of plant organ morphogenesis	1	1	1	1.00000
GO:1905423	positive regulation of plant organ morphogenesis	2	2	2	1.00000
GO:1905428	regulation of plant organ formation	4	4	4	1.00000
GO:0030656	regulation of vitamin metabolic process	1	1	1	1.00000
GO:0071669	plant-type cell wall organization or biogenesis	355	355	355	1.00000
GO:1900911	regulation of olefin biosynthetic process	5	5	5	1.00000
GO:0006059	hexitol metabolic process	1	1	1	1.00000
GO:1900912	negative regulation of olefin biosynthetic process	2	2	2	1.00000
GO:0006081	cellular aldehyde metabolic process	430	430	430	1.00000
GO:0006082	organic acid metabolic process	1860	1860	1860	1.00000
GO:0006089	lactate metabolic process	92	92	92	1.00000
GO:0009566	fertilization	24	24	24	1.00000
GO:0033194	response to hydroperoxide	1	1	1	1.00000
GO:0019860	uracil metabolic process	3	3	3	1.00000
GO:0006073	cellular glucan metabolic process	378	378	378	1.00000
GO:0006074	(1->3)-beta-D-glucan metabolic process	13	13	13	1.00000
GO:0032200	telomere organization	63	63	63	1.00000
GO:0032205	negative regulation of telomere maintenance	1	1	1	1.00000
GO:0032206	positive regulation of telomere maintenance	1	1	1	1.00000
GO:0009559	embryo sac central cell differentiation	17	17	17	1.00000
GO:0006022	aminoglycan metabolic process	1	1	1	1.00000
GO:0019852	L-ascorbic acid metabolic process	14	14	14	1.00000
GO:0006026	aminoglycan catabolic process	1	1	1	1.00000
GO:0019856	pyrimidine nucleobase biosynthetic process	4	4	4	1.00000
GO:0009582	detection of abiotic stimulus	23	23	23	1.00000
GO:0006029	proteoglycan metabolic process	1	1	1	1.00000
GO:0043155	negative regulation of photosynthesis, light reaction	9	9	9	1.00000
GO:0048646	anatomical structure formation involved in morphogenesis	263	263	263	1.00000
GO:1903888	regulation of plant epidermal cell differentiation	3	3	3	1.00000
GO:0006013	mannose metabolic process	1	1	1	1.00000
GO:1903889	negative regulation of plant epidermal cell differentiation	1	1	1	1.00000
GO:0061687	detoxification of inorganic compound	3	3	3	1.00000
GO:0030641	regulation of cellular pH	3	3	3	1.00000
GO:0051667	establishment of plastid localization	103	103	103	1.00000
GO:0048639	positive regulation of developmental growth	3	3	3	1.00000
GO:0006040	amino sugar metabolic process	12	12	12	1.00000
GO:0071616	acyl-CoA biosynthetic process	12	12	12	1.00000
GO:0006041	glucosamine metabolic process	1	1	1	1.00000
GO:0043170	macromolecule metabolic process	5542	5542	5542	1.00000
GO:0043171	peptide catabolic process	3	3	3	1.00000
GO:0051651	maintenance of location in cell	10	10	10	1.00000
GO:0010683	tricyclic triterpenoid metabolic process	4	4	4	1.00000
GO:0043173	nucleotide salvage	7	7	7	1.00000
GO:0034329	cell junction assembly	6	6	6	1.00000
GO:0043174	nucleoside salvage	5	5	5	1.00000
GO:0010685	tetracyclic triterpenoid metabolic process	1	1	1	1.00000
GO:0051656	establishment of organelle localization	106	106	106	1.00000
GO:1903825	organic acid transmembrane transport	5	5	5	1.00000
GO:1900908	regulation of olefin metabolic process	5	5	5	1.00000
GO:0006030	chitin metabolic process	1	1	1	1.00000
GO:0046098	guanine metabolic process	1	1	1	1.00000
GO:1900909	negative regulation of olefin metabolic process	2	2	2	1.00000
GO:1903827	regulation of cellular protein localization	3	3	3	1.00000
GO:0046099	guanine biosynthetic process	1	1	1	1.00000
GO:0034311	diol metabolic process	1	1	1	1.00000
GO:0030638	polyketide metabolic process	1	1	1	1.00000
GO:0034312	diol biosynthetic process	1	1	1	1.00000
GO:0033157	regulation of intracellular protein transport	3	3	3	1.00000
GO:1903829	positive regulation of cellular protein localization	2	2	2	1.00000
GO:0010675	regulation of cellular carbohydrate metabolic process	21	21	21	1.00000
GO:0010677	negative regulation of cellular carbohydrate metabolic process	1	1	1	1.00000
GO:1902680	positive regulation of RNA biosynthetic process	411	411	411	1.00000
GO:0043112	receptor metabolic process	1	1	1	1.00000
GO:2001057	reactive nitrogen species metabolic process	16	16	16	1.00000
GO:0048609	multicellular organismal reproductive process	334	334	334	1.00000
GO:0061640	cytoskeleton-dependent cytokinesis	212	212	212	1.00000
GO:0034330	cell junction organization	8	8	8	1.00000
GO:0034332	adherens junction organization	1	1	1	1.00000
GO:0034333	adherens junction assembly	1	1	1	1.00000
GO:0061647	histone H3-K9 modification	181	181	181	1.00000
GO:0046060	dATP metabolic process	2	2	2	1.00000
GO:1902679	negative regulation of RNA biosynthetic process	378	378	378	1.00000
GO:0046068	cGMP metabolic process	1	1	1	1.00000
GO:0031590	wybutosine metabolic process	1	1	1	1.00000
GO:0072594	establishment of protein localization to organelle	500	500	500	1.00000
GO:0072595	maintenance of protein localization in organelle	5	5	5	1.00000
GO:0006004	fucose metabolic process	2	2	2	1.00000
GO:0042773	ATP synthesis coupled electron transport	18	18	18	1.00000
GO:0072596	establishment of protein localization to chloroplast	68	68	68	1.00000
GO:0072598	protein localization to chloroplast	68	68	68	1.00000
GO:0072599	establishment of protein localization to endoplasmic reticulum	5	5	5	1.00000
GO:0010646	regulation of cell communication	134	134	134	1.00000
GO:0010648	negative regulation of cell communication	66	66	66	1.00000
GO:0042723	thiamine-containing compound metabolic process	6	6	6	1.00000
GO:0042724	thiamine-containing compound biosynthetic process	4	4	4	1.00000
GO:0051640	organelle localization	151	151	151	1.00000
GO:0042727	flavin-containing compound biosynthetic process	7	7	7	1.00000
GO:0051644	plastid localization	104	104	104	1.00000
GO:0046083	adenine metabolic process	5	5	5	1.00000
GO:0046084	adenine biosynthetic process	5	5	5	1.00000
GO:0051648	vesicle localization	3	3	3	1.00000
GO:0052803	imidazole-containing compound metabolic process	9	9	9	1.00000
GO:0032787	monocarboxylic acid metabolic process	1264	1264	1264	1.00000
GO:0046086	adenosine biosynthetic process	2	2	2	1.00000
GO:0051649	establishment of localization in cell	1123	1123	1123	1.00000
GO:0010639	negative regulation of organelle organization	22	22	22	1.00000
GO:0046087	cytidine metabolic process	2	2	2	1.00000
GO:0034308	primary alcohol metabolic process	6	6	6	1.00000
GO:1902644	tertiary alcohol metabolic process	38	38	38	1.00000
GO:1902645	tertiary alcohol biosynthetic process	31	31	31	1.00000
GO:0032774	RNA biosynthetic process	1814	1814	1814	1.00000
GO:0042743	hydrogen peroxide metabolic process	322	322	322	1.00000
GO:0043101	purine-containing compound salvage	7	7	7	1.00000
GO:0043102	amino acid salvage	4	4	4	1.00000
GO:1905156	negative regulation of photosynthesis	12	12	12	1.00000
GO:0016093	polyprenol metabolic process	18	18	18	1.00000
GO:0016094	polyprenol biosynthetic process	16	16	16	1.00000
GO:1990066	energy quenching	7	7	7	1.00000
GO:0031554	regulation of DNA-templated transcription, termination	1	1	1	1.00000
GO:0031555	transcriptional attenuation	1	1	1	1.00000
GO:0010603	regulation of cytoplasmic mRNA processing body assembly	1	1	1	1.00000
GO:0010604	positive regulation of macromolecule metabolic process	456	456	456	1.00000
GO:0010605	negative regulation of macromolecule metabolic process	679	679	679	1.00000
GO:0046015	regulation of transcription by glucose	1	1	1	1.00000
GO:0036079	purine nucleotide-sugar transport	4	4	4	1.00000
GO:0046040	IMP metabolic process	2	2	2	1.00000
GO:0009692	ethylene metabolic process	108	108	108	1.00000
GO:0031589	cell-substrate adhesion	2	2	2	1.00000
GO:0051606	detection of stimulus	138	138	138	1.00000
GO:1905177	tracheary element differentiation	1	1	1	1.00000
GO:0046049	UMP metabolic process	2	2	2	1.00000
